ApName,Super Build／SS7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version,1. 1. 1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
工事名,（仮称）ツルハドラッグ鳥飼店　新築工事,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
略称,ツルハドラッグ鳥飼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
結果名,結果1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
計算日時,2022/9/10 17:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name=構造階高,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
層,階,構造,階高,構造階高,階高と,梁のレベル調整,,二重ｽﾗﾌﾞ,床面積,ダミー層,従属層,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,-1,,-1,,2,,1,,-1,-1,-1,,-1,-1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,-5,,-3,,3,,3,,3,-4,-4,,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,9,,7,,2,,-5,,-6,4,4,,-3,-3,1,1,1,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
RFL,3,C,D,RG24,L+Wx,4853,3,,1,,-4,,3,,6,3,3,,4,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,1,,-1,,-3,,2,,4,2,2,,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,-4,,-4,,-2,,4,,7,-1,-1,,4,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,8,,5,,-4,,-2,,-1,5,5,,2,2,1,1,1,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
RFL,3,D,E,RG24,L+Wx,4903,6,,2,,-5,,2,,6,6,6,,6,6,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,5,,2,,-3,,1,,4,5,5,,5,5,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,1,,-2,,-3,,3,,6,4,4,,6,6,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,12,,6,,-5,,-4,,-1,9,9,,4,4,-1,-1,-1,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
RFL,3,E,F,RG24,L+Wx,4535,2,,1,,1,,-1,,-1,1,1,,-1,-1,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,1,,1,,2,,-1,,-2,-1,-1,,-2,-2,-1,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,-4,,-3,,3,,3,,3,-3,-3,,1,1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,7,,5,,1,,-4,,-5,3,3,,-3,-3,-2,-3,-3,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
RFL,4,B,C,RG24,L+Wx,4685,3,,1,,-2,,2,,5,4,4,,5,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,3,,1,,-1,,1,,3,4,4,,4,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,-1,,-3,,-1,,4,,7,2,2,,5,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,11,,7,,-2,,-4,,-3,8,8,,2,2,1,1,1,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
RFL,4,C,D,RG24,L+Wx,4853,4,,1,,-3,,2,,5,5,5,,5,5,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,3,,1,,-1,,1,,3,4,4,,4,4,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,-1,,-3,,-1,,3,,6,3,3,,5,5,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,9,,5,,-3,,-4,,-2,7,7,,3,3,1,1,-1,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
RFL,4,D,E,RG24,L+Wx,4903,5,,2,,-2,,2,,5,5,5,,5,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,4,,1,,-1,,1,,3,4,4,,4,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,1,,-2,,-1,,3,,6,3,3,,5,5,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,10,,6,,-2,,-4,,-2,8,8,,3,3,1,1,1,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
RFL,4,E,F,RG24,L+Wx,4535,4,,1,,-3,,-1,,3,5,5,,5,5,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,4,,1,,-2,,-1,,1,4,4,,3,3,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,-1,,-2,,-1,,2,,5,3,3,,5,5,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,10,,5,,-2,,-4,,-3,8,8,,2,2,-1,-2,-2,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,A,1,2,2G39,L+Wx,8080,55,,12,,-88,,57,,107,61,61,,74,74,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,118,,67,,-90,,5,,46,77,77,,59,59,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,83,,37,,-89,,32,,77,68,68,,67,67,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,90,,42,,-89,,30,,76,70,70,,66,66,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,A,2,2A,2B24,L+Wx,2833,2,,,,-8,,,,2,13,,,,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,2,,,,-8,,,,2,13,,,,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,2,,,,-8,,,,2,13,,,,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,2,,,,-8,,,,2,13,,,,13,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,B,2,3,2GB39,L+Wx,7200,0,,,,-48,,84,,127,34,,,64,64,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,0,,,,-60,,60,,102,37,,,61,61,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,0,,,,-54,,73,,116,35,,,63,63,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,0,,,,-56,,70,,112,36,,,62,62,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,B,3,4,2G40,L+Wx,8683,91,,53,,-61,,40,,81,57,57,,57,57,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,140,,95,,-65,,-10,,25,69,69,,44,44,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,116,,74,,-63,,15,,53,63,63,,50,50,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,116,,75,,-63,,15,,52,63,63,,50,50,-2,-2,-2,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,C,1A,2,2G39,L+Wx,4870,-6,,-20,,-53,,50,,91,21,21,,60,60,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,20,,-4,,-61,,18,,51,35,35,,46,46,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,7,,-13,,-57,,35,,72,27,27,,54,54,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,8,,-12,,-57,,35,,72,27,27,,54,54,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,C,2,3,2G40,L+Wx,7200,66,,20,,-46,,92,,154,53,53,,78,78,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,106,,53,,-43,,64,,120,64,64,,67,67,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,85,,36,,-44,,78,,138,58,58,,73,73,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,86,,36,,-45,,77,,136,58,58,,72,72,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,C,3,4,2G49,L+Wx,8683,132,,63,,-133,,33,,96,91,91,,80,80,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,193,,114,,-143,,-39,,15,108,108,,63,63,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,163,,89,,-138,,-5,,54,100,100,,71,71,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,165,,90,,-137,,-4,,56,100,100,,71,71,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,D,1,2,2G39,L+Wx,8080,24,,-4,,-62,,77,,131,36,36,,77,77,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,79,,45,,-59,,44,,91,50,50,,65,65,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,51,,20,,-61,,62,,113,43,43,,72,72,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,51,,21,,-59,,60,,110,42,42,,71,71,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,D,2,3,2G40,L+Wx,7200,91,,41,,-36,,94,,155,58,58,,76,76,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,130,,74,,-33,,66,,121,68,68,,65,65,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,111,,58,,-35,,80,,138,63,63,,71,71,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,109,,56,,-36,,79,,138,63,63,,71,71,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,D,3,4,2G49,L+Wx,8683,137,,55,,-148,,28,,102,96,96,,88,88,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,196,,105,,-158,,-42,,24,113,113,,71,71,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,167,,81,,-153,,-9,,61,105,105,,79,79,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,167,,81,,-152,,-6,,65,105,105,,79,79,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,E,1,2,2G40,L+Wx,8080,35,,-19,,-114,,84,,161,60,60,,96,96,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,97,,36,,-107,,45,,115,74,74,,82,82,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,65,,8,,-111,,65,,138,67,67,,89,89,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,66,,9,,-110,,65,,139,67,67,,89,89,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,E,2,3,2G40,L+Wx,7200,105,,54,,-30,,86,,143,59,59,,70,70,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,137,,82,,-29,,61,,113,68,68,,61,61,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,121,,68,,-29,,73,,128,64,64,,65,65,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,120,,67,,-30,,73,,127,64,64,,66,66,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,E,3,4,2G49,L+Wx,8683,136,,56,,-147,,29,,110,95,95,,93,93,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,193,,104,,-156,,-39,,34,111,111,,78,78,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,166,,81,,-152,,-8,,69,104,104,,85,85,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,165,,80,,-151,,-3,,74,103,103,,86,86,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,F,1,2,2G39,L+Wx,8080,23,,-4,,-58,,55,,100,33,33,,59,59,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,69,,37,,-53,,25,,65,43,43,,49,49,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,46,,18,,-55,,39,,82,38,38,,54,54,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,39,,14,,-47,,34,,72,29,29,,45,45,-6,-6,-6,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,F,2,3,2G39,L+Wx,7200,52,,22,,-22,,59,,96,37,37,,50,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,86,,51,,-22,,31,,63,47,47,,40,40,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,70,,37,,-22,,44,,79,42,42,,44,44,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,58,,30,,-19,,39,,70,34,34,,37,37,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,F,3,4,2G39,L+Wx,8683,87,,40,,-74,,39,,88,58,58,,61,61,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,125,,72,,-79,,-5,,40,69,69,,51,51,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,107,,57,,-77,,16,,63,64,64,,55,55,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,92,,48,,-67,,17,,59,53,53,,47,47,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,1,A,C,2G39,L+Wx,6700,49,,10,,-75,,31,,69,51,51,,53,53,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,46,,7,,-75,,34,,73,50,50,,54,54,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,26,,-11,,-76,,49,,91,44,44,,60,60,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,81,,36,,-74,,8,,41,61,61,,43,43,-3,-3,-3,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,1,C,D,2G29,L+Wx,4850,17,,11,,2,,2,,5,10,10,,5,5,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,16,,10,,2,,3,,6,9,9,,5,5,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,7,,4,,3,,10,,15,5,5,,9,9,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,30,,21,,2,,-9,,-10,16,16,,-2,-2,2,2,2,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,1,D,E,2G29,L+Wx,4900,13,,1,,-12,,6,,20,21,21,,24,24,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,12,,-1,,-12,,7,,22,20,20,,25,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,1,,-10,,-12,,15,,32,16,16,,29,29,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,29,,13,,-11,,-6,,6,28,28,,17,17,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,1,E,F,2G30,L+Wx,4533,13,,2,,-4,,6,,13,19,19,,10,10,-14,-14,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,11,,1,,-4,,8,,15,18,18,,11,11,-8,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,-2,,-8,,-3,,18,,28,12,12,,17,17,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,32,,16,,-8,,-16,,-15,30,30,,-2,-2,7,7,7,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,1A,A,C,2GB40,L+Wx,6700,0,,,,-87,,79,,138,46,,,85,85,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,0,,,,-90,,74,,133,47,,,84,84,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,0,,,,-86,,81,,140,46,,,85,85,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,0,,,,-92,,71,,129,48,,,83,83,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,1A,C,D,2GB40,L+Wx,4850,127,,98,,40,,,,0,45,45,,,-17,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,120,,92,,36,,,,0,44,44,,,-16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,118,,90,,35,,,,0,43,43,,,-15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,132,,102,,42,,,,0,46,46,,,-18,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,2,A,C,2G39,L+Wx,6700,41,,3,,-49,,27,,63,54,51,,57,57,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,43,,4,,-50,,28,,65,57,53,,58,58,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,16,,-19,,-49,,45,,86,48,45,,65,65,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,80,,36,,-49,,2,,32,67,63,,47,47,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,2,C,D,2G30,L+Wx,4850,39,,17,,-10,,5,,23,36,36,,29,29,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,38,,17,,-10,,6,,23,36,36,,30,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,27,,8,,-9,,16,,36,31,31,,35,35,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,55,,29,,-11,,-10,,3,44,44,,22,22,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,2,D,E,2G29,L+Wx,4900,23,,5,,-14,,7,,25,30,30,,31,31,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,22,,5,,-14,,7,,26,30,30,,31,31,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,11,,-5,,-15,,14,,35,25,25,,35,35,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,38,,17,,-11,,-2,,14,35,35,,25,25,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,2,E,F,2G39,L+Wx,4533,20,,4,,-10,,9,,27,27,27,,30,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,18,,3,,-9,,10,,29,26,26,,31,31,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,-6,,-15,,-7,,31,,56,14,14,,43,43,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,58,,29,,-21,,-41,,-36,51,51,,6,6,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,2A,A,B,2B24,L+Wx,2017,1,,,,-2,,,,0,4,,,,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,1,,,,-2,,,,0,4,,,,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,1,,,,-2,,,,0,4,,,,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,1,,,,-2,,,,0,4,,,,3,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,3,B,C,2G39,L+Wx,4683,12,,-7,,-35,,10,,34,28,28,,38,38,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,12,,-7,,-35,,9,,34,29,29,,37,37,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,-18,,-29,,-37,,28,,59,16,16,,50,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,56,,27,,-31,,-18,,-4,47,47,,19,19,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,3,C,D,2G30,L+Wx,4850,27,,9,,-12,,7,,25,31,31,,31,31,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,28,,9,,-12,,7,,25,32,32,,30,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,17,,1,,-11,,17,,38,26,26,,36,36,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,43,,20,,-14,,-9,,6,39,39,,23,23,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,3,D,E,2G30,L+Wx,4900,24,,6,,-14,,7,,26,31,31,,32,32,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,25,,6,,-14,,7,,25,31,31,,31,31,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,11,,-5,,-15,,15,,36,26,26,,37,37,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,42,,20,,-11,,-3,,13,38,38,,25,25,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,3,E,F,2G39,L+Wx,4533,20,,4,,-10,,9,,28,28,28,,31,31,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,21,,5,,-10,,8,,26,28,28,,30,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,-5,,-14,,-7,,31,,57,15,15,,44,44,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,60,,31,,-22,,-43,,-39,53,53,,6,6,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,4,B,C,2G30,L+Wx,4683,14,,1,,-14,,3,,23,21,21,,29,29,-8,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,16,,2,,-14,,1,,21,21,21,,28,28,-12,-12,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,-2,,-13,,-15,,13,,37,14,14,,36,36,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,40,,20,,-12,,-14,,1,31,31,,18,18,-3,-3,-3,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,4,C,D,2G29,L+Wx,4850,12,,4,,-2,,5,,11,16,16,,13,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,14,,5,,-2,,4,,9,17,17,,13,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,2,,-5,,-2,,13,,22,12,12,,18,18,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,29,,17,,-2,,-9,,-7,24,24,,6,6,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,4,D,E,2G29,L+Wx,4900,17,,2,,-13,,7,,23,25,25,,27,27,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,19,,4,,-12,,6,,22,25,25,,26,26,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,5,,-8,,-13,,15,,34,20,20,,32,32,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,36,,17,,-11,,-7,,7,32,32,,19,19,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
2FL,4,E,F,2G30,L+Wx,4533,19,,5,,-9,,5,,20,24,24,,24,24,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,21,,6,,-9,,3,,17,25,25,,23,23,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,4,,-7,,-8,,18,,37,16,16,,32,32,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,45,,23,,-14,,-24,,-17,39,39,,10,10,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
1FL,A,1,2,FG1,L+Wx,8080,7,,,-50,-53,-15,,,82,36,,34,,55,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,40,,,-31,-46,-22,,,62,43,,27,,48,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,23,,,-41,-50,-18,,,73,39,,31,,52,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,24,,,-40,-49,-19,,,72,40,,30,,51,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
1FL,A,2,2A,FG1,L+Wx,2833,52,,,25,14,7,,,1,32,,26,,-9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wx,,65,,,34,19,8,,,-2,39,,33,,-16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L+Wy,,57,,,29,17,8,,,1,34,,29,,-11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L-Wy,,58,,,30,17,8,,,1,35,,29,,-12,0,0,0,,<RE>,,,,,,,,,,,,,,,,,,,,,,,,,,
